sentence,target,type,hate speech,sentence_length
সানিতা - কিছুদিন আগে লেংটা ছিলো (শিশু শিল্পী) আর এখন একটা মাগী হয়ে গেছে----!,female,gender,1,14
সানিতা আর সানিলিয়ন এর মাঝে কোন পার্থক্য নাই আস্তা একটা মাগি হবে।,female,gender,1,12
সানিতা এই মেয়েতো দিন দিন বড় একটা পতিতা হয়ে যাচ্ছে,female,gender,1,10
সানিতা একটা পতিতা মাগি দিন দিন ওর মাগি গিরি বেড়েই চলছে,female,gender,1,11
সানিতা এখন পতিতা হয়েগেছে আমি জানি কারণ পরিছালক ওকে খারাপ খারাপ গালি দিলেও সে কিছু বলে নাকয়েতটা সুটিং দেকলাম,female,gender,1,19
"সানিতা কিছু দিন আগে তার বোদায় আঙ্গুল ও ডুকতনা আর এখন, সানিতার বোদা দিয়ে কলা গাছ ফ্রিতে ঢুকবে, আর দুধ দুইটা, নাবির নিচে গেছে,, সময় তো আর আছে",female,gender,1,28
"সানিতা দুধ কত বড় , আরবি মহিলার দুধু এত বড় না,সানিতার নেকেট বের হবে বেশি দেরি নাই , সানিতার দুধ কে খাবেন",female,gender,1,22
সানিতা মেয়েটা আসলেই হট তার সোনাটা অনেক বড় দুধ গুলোতো আরও,female,gender,1,11
সানিতার তো অনেক বড় বড় দুধ চাপা টা একটু বেশী হইছে,female,gender,1,11
সানিতারে নাইকা বানাইবো বাল নাইকার বানানোর নাম আর সানিতারে চোদার কাম,female,gender,1,11
সামি কে দরে মারে বউ কি সুন্দর করে পিছনে হাটে এই মাগির কারনেই রিফাত মরচে,female,gender,1,15
সারা জীবন জানতাম বয়ফ্রেনড বা শামি কে ধোরে রাখতে মোন আর ভালোবাসা লাগে।আর এখন এই মাগি টা বলে। কি আর বলি।আসলে ভাসা নাই। আরো বড়ো করো ছোট হোয়ে গেছে। জা আজ় কোরে মানুষ ভুলাইতেছো।মরনের পর সাপ কুড়ে কুড়ে খাবে মজা টা তখন বুজবি।ছি ছি ছি।,female,gender,1,45
